uid,title,description,url,audio_url,collection,vendor,vendor_identifier,notes
130805_KarenDuffin_SpeechwritersLament_MRH1409,Speechwriter's Lament,Karen Duffin,,https://themoth.box.com/s/vuq5y6y5kb2n0h4yk64p7i761f0kzoy9,audio-library-for-web,pop_up_archive,50858,
130822_MagdaSzubanski_ReclaimingFear_MRH1408,Reclaiming Fear,Magda Szubanski,,https://themoth.box.com/s/yjmx5bg7bigzkmmpvcfqk846qucon7s7,audio-library-for-web,pop_up_archive,50859,
130822_MelissaLucashenko_MyGrandmothersCountry_MRH1408,My Grandmother's Country,Melissa Lucashenko,,https://themoth.box.com/s/ddj3drb3p3ospxucsrn8x200vvntp8kg,audio-library-for-web,pop_up_archive,50860,
130902_LeahBenson_NoPuedoVivirSinTi_MRH1525_POD371,No Puedo Vivir Sin Ti,Leah Benson,,https://themoth.box.com/s/wfdm1gmsyi6why90t86e9ct7mxyd1frx,audio-library-for-web,pop_up_archive,50861,
130906_KempPowers_WheredThatAppleGo_MRH1416,Where'd That Apple Go?,Kemp Powers,,https://themoth.box.com/s/8i50y0ishdez4dyzleph54xkpnjhgikn,audio-library-for-web,pop_up_archive,50862,
130906_LynnFerguson_BeforeFergus_MRH1416,Before Fergus,Lynn Ferguson,,https://themoth.box.com/s/yls1z1rkdyh3l964bls3oizh8ue8iz8q,audio-library-for-web,pop_up_archive,50863,
130906_SimonDoonan_HollywoodCallingButNotReally_MRH1416,Hollywood Calling...But Not Really,Simon Doonan,,https://themoth.box.com/s/5sgdub3zgvgt5ycwm4wmwr26yudlag4l,audio-library-for-web,pop_up_archive,50864,
130907_MarkRedmond_ThisChurch_MRH1422,This Church,Mark Redmond,,https://themoth.box.com/s/7ahm1rtbrmd40a1f90hpuosctu31dom0,audio-library-for-web,pop_up_archive,50865,
130910_CindyChupack_TheGet_MRH1413,The Get,Cindy Chupack,,https://themoth.box.com/s/lahgcecz4lmdfhjrx1zdi55stxr6ctjc,audio-library-for-web,pop_up_archive,50866,
130910_MelDockery_CannotTellALie_MRH1503,Cannot Tell A Lie,Mel Dockery,,https://themoth.box.com/s/uogpysrw7zpg82bwezrgj2v2n3uvdno5,audio-library-for-web,pop_up_archive,50867,
130910_WarrenHolleman_TheBriarPatch_MRH1602,The Briar Patch,Warren Holleman,,https://themoth.box.com/s/x46swo1rc4ggc0xbddbcaqwy58r2i8ft,audio-library-for-web,pop_up_archive,50868,
131003_AlexandraRosasSchultze_TheCandyBar_MRH1424,The Candy Bar,Alexandra Rosas Schultze,,https://themoth.box.com/s/htbvdtwbdmztyhjpd4k20ofvedv35ynp,audio-library-for-web,pop_up_archive,50869,
131004_DanaGoodyear_YouAreWhatYouEat_POD,You Are What You Eat,Dana Goodyear,,https://themoth.box.com/s/ed0tf353v1wfokbcwb7230biv4e5q2uq,audio-library-for-web,pop_up_archive,50870,
131017_MatthewDicks_MyFathersSon_MRH1411,My Father's Son,Matthew Dicks,,https://themoth.box.com/s/677h943cm00kcpaethmazvd7pinv3zke,audio-library-for-web,pop_up_archive,50871,
131017_NinaMitchell_TheGreatEscape_MRH1411,The Great Escape,Nina Mitchell,,https://themoth.box.com/s/rrkb1wix4cxic8si3uanin71etkxeyet,audio-library-for-web,pop_up_archive,50818,
131028_AdamSavage_TalkingToMyKidsAboutSexInTheInternetAge_MRH1417,Talking To My Kids About Sex In The Internet Age,Adam Savage,,https://themoth.box.com/s/aijkdxkc00y9xts0ogtlqefqr1h3gxni,audio-library-for-web,pop_up_archive,50820,
131028_AnnieKorzen_TheTooJewishWedding_MRH1513,The Too Jewish Wedding,Annie Korzen,,https://themoth.box.com/s/jjtij3ogiyuxfjxn8udmwd1hshy3xvup,audio-library-for-web,pop_up_archive,50821,
131028_GilReyes_KidneysAndCommitments_MRH1514,Kidneys And Commitments,Gil Reyes,,https://themoth.box.com/s/kjcwzmw7wegxp9ghodua8s3sd30wvok3,audio-library-for-web,pop_up_archive,50822,
131028_HollyHughes_TheDifficultTruthOfArt_POD,The Difficult Truth Of Art,Holly Hughes,,https://themoth.box.com/s/j9vafpscpg58l0gmes69qwxgzrfdrk10,audio-library-for-web,pop_up_archive,50835,
131106_CarlPillitteri_FogOfDisbelief_MRH1425,Fog Of Disbelief,Carl Pillitteri,,https://themoth.box.com/s/il6y759uen1m359vpt8m0e0sreseankh,audio-library-for-web,pop_up_archive,50836,
131106_JayMartel_HeadOfClay_MRH1424,Head Of Clay,Jay Martel,,https://themoth.box.com/s/0mlitfa1nabyrp7uad4wby4kcsyxev00,audio-library-for-web,pop_up_archive,50837,
131106_JessicaLeeWilliamson_APlaceToLive_MRH1419,A Place To Live,Jessica Lee Williamson,,https://themoth.box.com/s/pp1kqx9c85tky13cfy18h6vo1skcctb0,audio-library-for-web,pop_up_archive,,
131108_JillianLauren_FamilyRoots_MRH1425,Family Roots,Jillian Lauren,,https://themoth.box.com/s/mpvkt82008b5crgkzl5rcj975za275li,audio-library-for-web,pop_up_archive,50838,
131203_StephaniePeirolo_WalkingWithRJ_MRH1502,Walking With RJ,Stephanie Peirolo,,https://themoth.box.com/s/p3uo3qet5dyz00ztx6gfh6yj8pzsa7vb,audio-library-for-web,pop_up_archive,50840,
131204_MattDiffee_MusicalChairs_MRH1504,Musical Chairs,Matt Diffee,,https://themoth.box.com/s/svan2vxmhyjjcpjvbhfs6s8xpebz05wm,audio-library-for-web,pop_up_archive,50841,
131205_JamesBraly_FinallyWeAgree_POD325,Finally We Agree,James Braly,,https://themoth.box.com/s/u5v0ng94kbko87nw5bzhf5p37abfkaul,audio-library-for-web,pop_up_archive,50842,
131210_StevieLong_ALotOfNerve_POD376,A Lot Of Nerve,Stevie Long,,https://themoth.box.com/s/y8gizqyj1zb456a5n0n2rcv00pusdq9m,audio-library-for-web,pop_up_archive,50843,
131211_KevinMcGeehan_ItMattersAGreatDeal_MRH1507,It Matters A Great Deal,Kevin McGeehan,,https://themoth.box.com/s/bmalimhc518dplrxj8f2rvgb8iwjbyyh,audio-library-for-web,pop_up_archive,50844,
131212_EtgarKeret_MyFirstStory_MRH1425,My First Story,Etgar Keret,,https://themoth.box.com/s/8gxv5dwz9z4pbszudxplwcwtz7beszt7,audio-library-for-web,pop_up_archive,50845,
131216_AlfonsoLacayo_TheBadHaircut_POD343,The Bad Haircut,Alfonso Lacayo,,https://themoth.box.com/s/iehhdwhj6lcx3mvsigoy691al0rnlwq8,audio-library-for-web,pop_up_archive,50846,
140102_BillBernat_OreoRelapse_MRH1518,Oreo Relapse,Bill Bernat,,https://themoth.box.com/s/y4l0bdwcn9cgdwbvjld9ok0aerelwc65,audio-library-for-web,pop_up_archive,50847,
140114_CatherinePalmer_AToast_MRH1519,A Toast,Catherine Palmer,,https://themoth.box.com/s/zcyfdr5t73wca1f6ca7iz9qmmxe79u3w,audio-library-for-web,pop_up_archive,50848,
140124_DanSouza_UnderTheWires_MRH1514,Under The Wires,Dan Souza,,https://themoth.box.com/s/ws2ttoa115ggl720hspo6ro6o9zf3fvb,audio-library-for-web,pop_up_archive,50849,
140210_NicoleKear_ALittleMoreEveryDay_POD389,A Little More Every Day,Nicole Kear,,https://themoth.box.com/s/q7g6ukc5lpjftgwkaxwl9jx5qsn4y2xj,audio-library-for-web,pop_up_archive,50850,
140210_PeterSagal_KeepGoing_MRH1419,Keep Going,Peter Sagal,,https://themoth.box.com/s/em8jb36hluezk957ce8ubscjhqj3bd,audio-library-for-web,pop_up_archive,50795,
140210_TaraClancy_TheMoonAndTheStarsTalks_MRH1504,The Moon And The Stars Talks,Tara Clancy,,https://themoth.box.com/s/c3pz00k81tohsgrkdrprgxjx7j4ob93v,audio-library-for-web,pop_up_archive,50796,
140215_HoraceSanders_AboutYouAndMe_MRH1419,About You And Me,Horace Sanders,,https://themoth.box.com/s/ydx04njwxms1o6a7xxm4ikbroh9uzgsu,audio-library-for-web,pop_up_archive,50797,
140222_IjeomaOluo_DanceChampionsAndCharityCases_MRH1504,Dance Champions And Charity Cases,Ijeoma Oluo,,https://themoth.box.com/s/4yumaiokg7n7xkun7dhg1ycnv0vc43sl,audio-library-for-web,pop_up_archive,50798,
140222_JaniceJosephineCarney_BecomingMyMothersJosephine_MRH1421,Becoming My Mother's Josephine,Janice Josephine Carney,,https://themoth.box.com/s/dgcl2s03b7bimyczhl7psx66ungbrtqn,audio-library-for-web,pop_up_archive,50799,
140222_JeremyOrvik_MyMotherSue_MRH1502,"My Mother, Sue",Jeremy Orvik,,https://themoth.box.com/s/8cl92klw5fbcr9tc5j2ayp4a49taj1un,audio-library-for-web,pop_up_archive,50800,
140222_JimBennett_ChurchOfHamballs_MRH1421,Church Of Hamballs,Jim Bennett,,https://themoth.box.com/s/gore98b9lr5dqs49fhinh47s4rwkr3yn,audio-library-for-web,pop_up_archive,50801,
140222_StephanieSummerville_AnIndomitableSpirit_MRH1421,An Indomitable Spirit,Stephanie Summerville,,https://themoth.box.com/s/sq1cr8thytxflcoyhm67g8o5e74d4f11,audio-library-for-web,pop_up_archive,50802,
140224_MindyNettifee_HereWeAre_POD354,Here We Are,Mindy Nettifee,,https://themoth.box.com/s/uarozxc267g8vp9das9yxm3alws3mxd9,audio-library-for-web,pop_up_archive,50803,
140319_SaraBarron_ModernFamily_MRH1519,Modern Family,Sara Barron,,https://themoth.box.com/s/m7uwswv6hz5agoeh6cqx93gyyufk3m45,audio-library-for-web,pop_up_archive,50804,
140322_MikeScotti_ASortOfHomecoming_MRH1423,A Sort Of Homecoming,Mike Scotti,,https://themoth.box.com/s/jcja578n5neya3oqkr4z74y61qbhkf8y,audio-library-for-web,pop_up_archive,50806,
140405_DeborahFeldman_INeedToTalkAboutAnneFrank_POD337,I Need To Talk About Anne Frank,Deborah Feldman,,https://themoth.box.com/s/9dwyl50mdte0inwubzqw094xha0h0cer,audio-library-for-web,pop_up_archive,50807,
140407_JulianGoldhagen_TackleFootballBirthdayParty_MRH1512,Tackle Football Birthday Party,Julian Goldhagen,,https://themoth.box.com/s/18bt8lx2j3uazxnzf4tu2wc1rxqrndxa,audio-library-for-web,pop_up_archive,50808,
140411_BethanyVanDelft_LightAndHope_MRH1518,Light And Hope,Bethany Van Delft,,https://themoth.box.com/s/n2w0mlv4ydwnnm3jtvurd5vtro30r5rf,audio-library-for-web,pop_up_archive,50809,
140417_LynneeBreedlove_BirthOfTheHomobile_POD415,Birth Of The Homobile,Lynnee Breedlove,,https://themoth.box.com/s/c3qbre42de8vrffdxprwp3vjzo8dbymq,audio-library-for-web,pop_up_archive,50810,
140417_NatalieChanin_200OneOfAKindShirts_MRH1602,200 One-Of-A-Kind Shirts,Natalie Chanin,,https://themoth.box.com/s/7m7czjfvslro3bnfbx41xjx23hphzbtx,audio-library-for-web,pop_up_archive,50811,
140528_TaylorNegron_CaliforniaGothic_MRH1422,California Gothic,Taylor Negron,,https://themoth.box.com/s/tgqx6qqlm5mva7bmu1j2urbwd1irpz5m,audio-library-for-web,pop_up_archive,50812,
140529_BillYosses_WhiteHousePastryChef_POD397,White House Pastry Chef,Bill Yosses,,https://themoth.box.com/s/zwju1iivkptbh3lfmbyyry0yqfbi9z6z,audio-library-for-web,pop_up_archive,50813,
140529_BrianHecht_PlanningForUncertainty_MRH1511,Planning For Uncertainty,Brian Hecht,,https://themoth.box.com/s/4136ytplgzylvm8svabq2haa9ihxjwwl,audio-library-for-web,pop_up_archive,50814,
140529_HannahMorris_CountingDownTheTides_MRH1511,Counting Down The Tides,Hannah Morris,,https://themoth.box.com/s/5e26tl4wjnza2x2p4e2v9kz1mxefl9xr,audio-library-for-web,pop_up_archive,50815,
140529_MaryClaireKing_WhoCanYouTrust_MRH1511,Who Can You Trust?,Mary Claire King,,https://themoth.box.com/s/66pnwmbor6c5df5jrxhh70uep0,audio-library-for-web,pop_up_archive,50775,
140529_WendySuzuki_SayingILoveYou_MRH1511,Saying I Love You,Wendy Suzuki,,https://themoth.box.com/s/v4tl2z3wv04dbwehethqordseb8ebcim,audio-library-for-web,pop_up_archive,50776,
140605_CherylHamilton_SearchAndRescue_MRH1515,Search And Rescue,Cheryl Hamilton,,https://themoth.box.com/s/53js7drp93ktsqblypdwc2vvi45cwaaf,audio-library-for-web,pop_up_archive,50777,
140605_SamuelJames_Jenny_MRH1515,Jenny,Samuel James,,https://themoth.box.com/s/8k6fjhhys4mi6vyjqrek04pqzw7dezlm,audio-library-for-web,pop_up_archive,50778,
140607_ChristyKent_JustPastAnatolia_POD,Just Past Anatolia,Christy Kent,,https://themoth.box.com/s/f0vg00q1jy5kju5zoabn8y9ydp0ferxo,audio-library-for-web,pop_up_archive,,
140607_JenniferKohnhorst_TheGoddesOfSantaFe_MRH1509,The Goddes Of Santa Fe,Jennifer Kohnhorst,,https://themoth.box.com/s/62wymxslx2224ezfw7rmbantchnmqndp,audio-library-for-web,pop_up_archive,,
140609_WilsonPortorreal_Victorious_MRH1520,Victorious,Wilson Portorreal,,https://themoth.box.com/s/smwd8li1x4lswbaa4100ullr3be4edwd,audio-library-for-web,pop_up_archive,50780,
140610_MonaSimpson_TheRubberStamp_POD,The Rubber Stamp,Mona Simpson,,https://themoth.box.com/s/9vtw6r630ds2xg6z815c4q5hyw471ul3,audio-library-for-web,pop_up_archive,50781,
140701_HariKondabolu_NotTooSensitiveJustSensitive_MRH1513,"Not TOO Sensitive, Just Sensitive",Hari Kondabolu,,https://themoth.box.com/s/5gvanv301dgvs6pywb3lftzrvhu92xrj,audio-library-for-web,pop_up_archive,50782,
140709_MarieHershkowitz_TheMiracleMets_POD403,The Miracle Mets,Marie Hershkowitz,,https://themoth.box.com/s/jj3yxx8wwk1pgjdtnqlzekrzqvq38ni0,audio-library-for-web,pop_up_archive,50784,
140718_AdamGopnik_TheMissingPants_MRH1517,The Missing Pants,Adam Gopnik,,https://themoth.box.com/s/ignv0thk3p0j9h8t9dftt9l9hwl6i6dg,audio-library-for-web,pop_up_archive,50785,
140718_TedConover_FiresOfTheNewYear_MRH1522,Fires Of The New Year,Ted Conover,,https://themoth.box.com/s/qg8apie0troohd6p5rio78kqpj2e74il,audio-library-for-web,pop_up_archive,50786,
140818_BobbyStoddard_Flight_MRH1509,Flight,Bobby Stoddard,,https://themoth.box.com/s/me0ooc9p4tle2q75v51m84q0ljl1aak6,audio-library-for-web,pop_up_archive,50787,
140818_MattMercier_PoeAndI_MRH1509,Poe And I,Matt Mercier,,https://themoth.box.com/s/utxonlv0yppnb1s4azm8797eg9a83z4f,audio-library-for-web,pop_up_archive,50788,
140819_BreedaMiller_TicketToHeaven_MRH1518,Ticket To Heaven,Breeda Miller,,https://themoth.box.com/s/q2w8s8m0si3dd4s8m5lsy1ojtbtjkn18,audio-library-for-web,pop_up_archive,50789,
140826_AnnaliseRaziq_TheBrusselsSprouts_MRH1516,The Brussels Sprouts,Annalise Raziq,,https://themoth.box.com/s/b9j9z4wxnroskma2l286heuoroxraz5j,audio-library-for-web,pop_up_archive,50790,
140828_AndrewSolomon_AtTheBarricade_MRH1517,At The Barricade,Andrew Solomon,,https://themoth.box.com/s/ltvvksuujpln0w9zzoi6boyqsgh80rdx,audio-library-for-web,pop_up_archive,50791,
140828_GeorgeDawesGreen_ComingOfAgeInAMausoleum_MRH1602,Coming Of Age In A Mausoleum,George Dawes Green,,https://themoth.box.com/s/1o5083icx9xau0xvbr2n6aemcaug620h,audio-library-for-web,pop_up_archive,50792,
140828_NeilGaiman_Jump_MRH1603,Jump,Neil Gaiman,,https://themoth.box.com/s/jbpoxveb0pean7hyvkyf2xv1u528uvqw,audio-library-for-web,pop_up_archive,50793,
140901_BisiAlimi_MyFriendIbrahim_MRH1603_POD419,"My Friend, Ibrahim",Bisi Alimi,,https://themoth.box.com/s/rhcwi8cqzknx324338wmkoi59md0bedx,audio-library-for-web,pop_up_archive,50794,
140905_ColmORegan_TheBoundsOfComedy_MRH1506,The Bounds Of Comedy,Colm O'Regan,,https://themoth.box.com/s/xyyyoqem9lamvmn2iiqz5fhdv6bs7jrg,audio-library-for-web,pop_up_archive,50741,
140905_DarylMcCormack_IGrewUpHere_MRH1506,I Grew Up Here,Daryl McCormack,,https://themoth.box.com/s/mk73e3cu4417nzicqpuna0fuv8u29cqu,audio-library-for-web,pop_up_archive,50742,
140905_KarenGearon_TheDunnesStoreStrikers_MRH1506,The Dunnes Store Strikers,Karen Gearon,,https://themoth.box.com/s/tgrj4lvnedkaqbdyf3op7x2ihsmdnk26,audio-library-for-web,pop_up_archive,50743,
140905_PeterPringle_AsIfIWasNotThere_MRH1506,As If I Was Not There,Peter Pringle,,https://themoth.box.com/s/gc38a3uk30tdy8u3bvb37hk50e32ymb8,audio-library-for-web,pop_up_archive,50744,
140919_MaileMeloy_ScreamingMemmies_MRH1515,Screaming Memmies,Maile Meloy,,https://themoth.box.com/s/lezvcfimqh4z8121m0fv3q2g9mstktti,audio-library-for-web,pop_up_archive,50745,
140919_MegWolitzer_SummerCamp_MRH1517,Summer Camp,Meg Wolitzer,,https://themoth.box.com/s/sv4qrf2t9xvd25w7monev2nnqwjafeg3,audio-library-for-web,pop_up_archive,50746,
140923_DuffMcKagan_WhatWeLiveFor_MRH1510,What We Live For,Duff McKagan,,https://themoth.box.com/s/mv59jc0z68a41gr6ti274hbiip7n5pgl,audio-library-for-web,pop_up_archive,50747,
141009_DawnSeymour_TheBoundlessSky_MRH1423,The Boundless Sky,Dawn Seymour,,https://themoth.box.com/s/u0kfcql32pvlwov8df1s9whb2x6lpve2,audio-library-for-web,pop_up_archive,50748,
141009_WilliamCole_The93rd_MRH1423,The 93rd,William Cole,,https://themoth.box.com/s/3wuzi9hvywxigsg2keu6iiut24iogvap,audio-library-for-web,pop_up_archive,50749,
141016_TriciaRoseBurt_TriciaBall_MRH1522,Tricia Ball,Tricia Rose Burt,,https://themoth.box.com/s/yhi1q5by5bhapzirnhks52lgzbhek7sb,audio-library-for-web,pop_up_archive,50750,
141023_KarenDuffin_TheBox_MRH1514,The Box,Karen Duffin,,https://themoth.box.com/s/2g8zfxzbpfdjj95gwjz4y68ro5oj793v,audio-library-for-web,pop_up_archive,50751,
141107_PamFlowers_AloneAcrossTheAtlantic_MRH1510,Alone Across The Atlantic,Pam Flowers,,https://themoth.box.com/s/63bq6ogcdvtinyma54fekuizr0zarlmk,audio-library-for-web,pop_up_archive,50752,
141111_JamesKassaga_DreamsOfAYoungCowHerder_MRH1508,Dreams Of A Young Cow Herder,James Kassaga,,https://themoth.box.com/s/5ncanjnfdu1j3qa3ueju10m7xfvpq788,audio-library-for-web,pop_up_archive,50753,
141111_JensiSartin_TheFishBank_MRH1508,The Fish Bank,Jensi Sartin,,https://themoth.box.com/s/f0b8w9hwshwskd8hxp0sjs9yxla12g9u,audio-library-for-web,pop_up_archive,50754,
141111_LindiweMajeleSibanda_GrandmaMahembesFarm_MRH1508,Grandma Mahembe's Farm,Lindiwe Majele Sibanda,,https://themoth.box.com/s/4k0tqh01wqf92oqr03l1g64a135n9hfs,audio-library-for-web,pop_up_archive,50755,
141111_SisonkeMsimang_APragmaticIdealist_MRH1508,A Pragmatic Idealist,Sisonke Msimang,,https://themoth.box.com/s/534s3gx20al0ltaqw8us8svpczmr7jw2,audio-library-for-web,pop_up_archive,50756,
141112_DoriSamadzaiBonner_ANewHome_MRH1516,A New Home,Dori Samadzai Bonner,,https://themoth.box.com/s/nq5hfw7ntdaisxet76m49t4aczp0itgt,audio-library-for-web,pop_up_archive,50757,
141117_AnneDriscoll_TheBestMugging_POD,The Best Mugging,Anne Driscoll,,https://themoth.box.com/s/wtpgwf70juhw8fdxzmk0108vx93su6nm,audio-library-for-web,pop_up_archive,50758,
141202_SarahBunger_AboutYourMother_MRH1514,About Your Mother,Sarah Bunger,,https://themoth.box.com/s/366b3lgvx07v6s0wyw4x6qr15goitaby,audio-library-for-web,pop_up_archive,50759,
141209_KateTellers_ButAlsoBringCheese_MRH1512,But Also Bring Cheese,Kate Tellers,,https://themoth.box.com/s/6vap3znoxxqfoclo6ms2gd0rcsrowwtc,audio-library-for-web,pop_up_archive,50760,
150206_MosheShulman_ThenYouWillKnow_MRH1510,Then You Will Know,Moshe Shulman,,https://themoth.box.com/s/sz5c7h81g6o0zxrg965e9vq1zmfszbsq,audio-library-for-web,pop_up_archive,50719,
150211_PilarSimon_11pmMass_POD392,11pm Mass,Pilar Simon,,https://themoth.box.com/s/kggmu6rtboax4vq22mrixrj8e5cg4lr8,audio-library-for-web,pop_up_archive,50720,
150310_MatthewDicks_ARoofOverYourHead_MRH1517,A Roof Over Your Head,Matthew Dicks,,https://themoth.box.com/s/v7kzvciwzmirc73m91a16uhpnsx5qdf1,audio-library-for-web,pop_up_archive,50721,
150312_FalenJohnson_InvisibleToronto_MRH1519,Invisible Toronto,Falen Johnson,,https://themoth.box.com/s/cmcv3ka1etsfhag5biqvpck58tve2ggi,audio-library-for-web,pop_up_archive,50722,
150321_JimmyTingle_TheImpossibleDream_MRH1523,The Impossible Dream,Jimmy Tingle,,https://themoth.box.com/s/fndqk0fo8hzqjgicppsxjz7w7gpr6bv8,audio-library-for-web,pop_up_archive,50724,
150321_JoshBond_CallMeCharlie_MRH1518,Call Me Charlie,Josh Bond,,https://themoth.box.com/s/hvgipd8l8fag91nu2qi9ezlbmhvcmwfm,audio-library-for-web,pop_up_archive,50725,
150407_ChristineKalafus_IveHeardYouMakeCakes_POD,I've Heard You Make Cakes,Christine Kalafus,,https://themoth.box.com/s/8cslucw6xs0p0ffgnh1824y8td0j129o,audio-library-for-web,pop_up_archive,50726,
150407_NeshamaFranklin_GrandCanyon_MRH1609,Grand Canyon,Neshama Franklin,,https://themoth.box.com/s/olnb22r1qrsa61t5uxsksgucltxfacou,audio-library-for-web,pop_up_archive,50727,
150409_ChristianMcBride_MrSoulOnTop_MRH1521,Mr. Soul On Top,Christian McBride,,https://themoth.box.com/s/7669gopgrjbgjztu3acmeesd6ws2x1lj,audio-library-for-web,pop_up_archive,50729,
150409_MaryLouPiland_ListenToYourHeart_MRH1521,Listen To Your Heart,Mary Lou Piland,,https://themoth.box.com/s/n6x7l59fi4q9cc48os43x5f2hnrcajwu,audio-library-for-web,pop_up_archive,50730,
150409_SteveOsborne_TheOldNeighborhood_MRH1521,The Old Neighborhood,Steve Osborne,,https://themoth.box.com/s/p49ip1xcw5e11557ebh4p0f7zwmrqanh,audio-library-for-web,pop_up_archive,50731,
150428_GretchenWaschke_HoldingYourBreath_MRH1523,Holding Your Breath,Gretchen Waschke,,https://themoth.box.com/s/3ebuh3rcbwngeq3kgis2s2npsq33v0fe,audio-library-for-web,pop_up_archive,50732,
150428_JasonSchmidt_SitTightKid_MRH1523,"Sit Tight, Kid",Jason Schmidt,,https://themoth.box.com/s/buzww4h3a0l402wwrcopwmkoelvp8v7c,audio-library-for-web,pop_up_archive,50733,
150428_LaunaLea_PlayingParts_MRH1523,Playing Parts,Launa Lea,,https://themoth.box.com/s/e16j3e3zxh88ubdc1b2bh2vupvptstgt,audio-library-for-web,pop_up_archive,50734,
150506_IshmaelBeah_UnusualNormality_MRH1520,Unusual Normality,Ishmael Beah,,https://themoth.box.com/s/bf2gwlmthu5fkqette0dvoydtg5dbitc,audio-library-for-web,pop_up_archive,50735,
150507_JenLee_TheConversation_POD350,The Conversation,Jen Lee,,https://themoth.box.com/s/xqzr4earumtydrfii0oec7lvshuit3dl,audio-library-for-web,pop_up_archive,50736,
150530_KateBraestrup_TheHouseOfMourning_POD392,The House Of Mourning,Kate Braestrup,,https://themoth.box.com/s/96x4s7hnaawdkdas86jryifkt8xvephe,audio-library-for-web,pop_up_archive,50737,
150621_TimManley_TeacherTalentShow_MRH1609,Teacher Talent Show,Tim Manley,,https://themoth.box.com/s/du8su3c0c320ghpltf20npwp95fiauda,audio-library-for-web,pop_up_archive,50738,
150624_JoshuaWolfShenk_YouCanComeBack_MRH1611,You Can Come Back,Joshua Wolf Shenk,,https://themoth.box.com/s/3ysnjncm3eh4xdyfd4c2x6dvt37h0phj,audio-library-for-web,pop_up_archive,50739,
150624_MarisBlechner_TheValueOfWords_MRH1611,The Value Of Words,Maris Blechner,,https://themoth.box.com/s/ntacxpgjsmg2il0bhnkjj8hlk9lupsai,audio-library-for-web,pop_up_archive,50740,
150624_NadiaBolzWeber_PanicOnTheRoadToJericho_MRH1611,Panic On The Road To Jericho,Nadia Bolz Weber,,https://themoth.box.com/s/bd4v40ir12yj1n6q89lgh2ohlbv7uzyn,audio-library-for-web,pop_up_archive,50715,
150715_JeffSimmermon_EmpatheticSubwayScreaming_MRH1609,Empathetic Subway Screaming,Jeff Simmermon,,https://themoth.box.com/s/d893ojsnav9bzmi37nr3w4cemjrwtoun,audio-library-for-web,pop_up_archive,50714,
150812_SofijaStefanovic_WarAndPeaceAndHumping_MRH1609,War And Peace (And Humping),Sofija Stefanovic,,https://themoth.box.com/s/rglkaj7zuqslcowwzw2zjuq4hgbk52ob,audio-library-for-web,pop_up_archive,50713,
151007_MattDay_FangsForTheMemories_MRH1603,Fangs For The Memories,Matt Day,,https://themoth.box.com/s/4c2zz1yjcg11sj3o8e31m30d53urw5xo,audio-library-for-web,pop_up_archive,50712,
151009_ColinRyan_JugglingAndJesus_MRH1609,Juggling And Jesus,Colin Ryan,,https://themoth.box.com/s/74gtw1yxlri1kf14nssq5f46jxtg8b4a,audio-library-for-web,pop_up_archive,50711,
151027_SuzanneBarakat_DeahYasurAndRazan_MRH1609,Deah Yasur And Razan,Suzanne Barakat,,https://themoth.box.com/s/yjqxwsf3s59jb70c64oekxlz0zqvltbg,audio-library-for-web,pop_up_archive,50710,
151109_ChristinaLamb_WarAndHamSandwiches_MRH1603,War And Ham Sandwiches,Christina Lamb,,https://themoth.box.com/s/mz40w2wew6a6zzwfy1lt8sxgs9qzsv7f,audio-library-for-web,pop_up_archive,50707,
980926_JerryStahl_KickingTheHorse_POD,Kicking The Horse,Jerry Stahl,,https://themoth.box.com/s/fbjr906xejzbqobrzwahh6kkmillssxc,audio-library-for-web,pop_up_archive,50709,
990419_VincentPatrick_TheNegativeThinker_MRH1413,The Negative Thinker,Vincent Patrick,,https://themoth.box.com/s/4ybcg86ot9ah266fbzztvts49yrnrq5w,audio-library-for-web,pop_up_archive,50705,
991010_LewisLapham_RookieReporter_MRH1210,Rookie Reporter,Lewis Lapham,,https://themoth.box.com/s/0k0j3h7ytcx6j2yjvnbd4itdjv9rr2v4,audio-library-for-web,pop_up_archive,50704,
000328_JoyceMaynard_TheOneGoodMan_MRH1307,The One Good Man,Joyce Maynard,,https://themoth.box.com/s/9qmo20cjnlh4df9hesnxefvwk83plfrc,audio-library-for-web,pop_up_archive,,
020423_JamesBraly_OliversPinkBicycle_MRH902,Oliver's Pink Bicycle,James Braly,,https://themoth.box.com/s/k9pcdtxxu6vfx9fysp3mmkmwt0j4xajj,audio-library-for-web,pop_up_archive,,
030128_JefferyRudell_UnderTheInfluence_MRH903,Under The Influence,Jeffery Rudell,,https://themoth.box.com/s/wgpwnf3ralmguarz25euh6z0dlsqp6hk,audio-library-for-web,pop_up_archive,,
030422_AlexDraper_YouAreAGreatKing_POD,You Are A Great King,Alex Draper,,https://themoth.box.com/s/jkh9t1piwq4cpmixca94kaxo7qsigvwh,audio-library-for-web,pop_up_archive,,
030422_RudyRush_HarlemCowboy_MRH902,Harlem Cowboy,Rudy Rush,,https://themoth.box.com/s/cxrzeo3iqqfiu021adq7nmily27gt6xp,audio-library-for-web,pop_up_archive,,
030620_RichieDiSalvo_AnthonyTheHat_MRH905,Anthony The Hat,Richie DiSalvo,,https://themoth.box.com/s/dpo4yld8kfduvx3uidegfz3u865jtx4e,audio-library-for-web,pop_up_archive,,
